ID,ESA2008,ESA2009,ESA2010,ESA2011,ESA2012,ESA2013,ESA2014,ESA2015,ESA2016,ESA2017,ESA2018,ESACount,EuroGamer,GamesRadar,Guardien,IGN,MetaCritic,Polygon,TIME,CriticCount,TotalCitationsCount,DigitalGame,Year,YearInterval,Series,Mode,SpatialDimensionality,Platformscount,Protagonist,MainPC,PCTYPE,CharacterPrespective,Narrative,DigitalGameMainGenre,DigitalGameSecondaryGenre,DigitalGameThirdGenre,DigitalGameGenreOTHER
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,LeagueofLegends,2009,2005-2009,LeageofLegends,2,3,2,0,Customizable,2,2,1,MMORPG, , , 
202,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,Left4Dead2,2009,2005-2009,Left4Dead,3,3,4,TheSurvivors,Coach,3,1,1,FirstPersonShooter,Survival,Horror, 
203,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MADDENNFL10,2009,2005-2009,MaddenFootball,1,3,7,0,NFLPlayers,5,2,0,Sports, , , 
204,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MARIO&LUIGI:BOWSER’SINSIDESTORY,2009,2005-2009,Mario&Luigi,1,2,1,SuperMario,Mario,3,4,1,RPG, , , 
205,0,0,0,0,0,1,1,1,1,1,1,6,0,1,1,1,0,1,1,5,11,Minecraft,2009,2005-2009,0,3,3,18,Steve,Steve,3,5,0, ,Survival, , 
206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Plantsvs.Zombies,2009,2005-2009,Plantsvs.Zombies,3,2,13,CrazyDave,0,0,0,1,Strategy, , , 
207,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,POKEMONSOULSILVERVERSION,2009,2005-2009,Pokemon,3,2,1,Ethan,Customizable,3,5,1,RPG, , , 
208,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,ReSidentEvil5,2009,2005-2009,ResidentEvil,3,3,5,ChrisRedfield,ChrisRedfield,3,3,1,Survival,Horror, , 
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,TheOregonTrail,2009,2005-2009,OregonTrail,1,2,5,0,0,0,2,1,Casual,Simulation, , 
210,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,UFC2009UNDISPUTED,2009,2005-2009,UFCFighting,3,3,2,0,UFCfighters,3,4,0,Sports, , , 
211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,Uncharted2:AmongThieves,2009,2005-2009,Uncharted,1,3,2,"Nathan\Nate\""Drake""","Nathan\Nate\""Drake""",3,3,1,ActionAdventure,ThirdPersonShooter, , 
212,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,WIIFITPLUS,2009,2005-2009,Mii,3,3,1,0,Customizable,1,5,0,Exergaming, , , 
213,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,WIISPORTSRESORT,2009,2005-2009,Mii,3,3,1,0,Customizable,1,1,0,Casual,Sports, , 
173,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CallofDuty:WORLDATWAR,2008,2005-2009,CallofDuty,3,3,4,Private/PfcC.Mille,Private/PfcC.Mille,3,1,1,FirstPersonShooter, , , 
174,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,DeadSpace,2008,2005-2009,DeadSpace,1,3,3,IsaacClarke,IsaacClarke,3,3,1,Survival,Horror, , 
175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,Fallout3,2008,2005-2009,Fallout,1,3,3,LoneWanderer,LoneWanderer,1,1,1,Action,RPG, , 
176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,GearsofWar2,2008,2005-2009,GearsofWar,3,3,3,MarcusMichaelFenix,MarcusMichaelFenix,3,3,1,ThirdPersonShooter, , , 
177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,GeometryWars:RetroEvolved2,2008,2005-2009,GeometryWars,3,2,1,0,Geometricpiece,3,3,0,Action,Shooter, , 
178,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,3,4,GrandTheftAutoIV,2008,2005-2009,GrandTheftAuto,3,3,3,NikoBellic,NikoBellic,3,3,1,ActionAdventure, , , 
179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,GUITARHEROWORLDTOUR,2008,2005-2009,GuitarHero,3,3,6,0,0,0,0,0,Music, , , 
180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,Left4Dead,2008,2005-2009,Left4Dead,2,3,3,TheSurvivors,Multiple,3,1,1,Action,Shooter, , 
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,LittleBigPlanet,2008,2005-2009,LittleBigPlanet,3,3,1,Sackboy,Sackboy,3,4,1,Puzzle,Platform,Sandbox, 
182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MADDENNFL09,2008,2005-2009,MaddenFootball,3,3,7,0,NFLPlayers,5,2,0,Sports, , , 
183,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,MARIOKART,2008,2005-2009,MarioKart,3,3,1,Mario,Multiple,3,1,0,Racing, , , 
184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,Persona4Golden,2008,2005-2009,MegamiTensei,1,3,3,YuNarukami,YuNarukami,3,3,1,RPG, , , 
185,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,PokemonPLATINUMVERSION,2008,2005-2009,Pokemon,3,2,1,Lucas,Customizable,3,5,1,RPG, , , 
186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,Spelunky,2008,2005-2009,Spelunky,3,2,6,SpelunkyGuy,SpelunkyGuy,3,4,1,Platform,RPG, , 
187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,StreetFighterIV,2008,2005-2009,StreetFighter,3,3,8,0,Multiple Fighters 25 total,3,4,0,Fighting, , , 
188,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SuperSmashBros.Brawl,2008,2005-2009,SuperMario,3,3,1,0,Multiple,3,4,0,Fighting, , , 
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,WorldofGoo,2008,2005-2009,0,1,2,8,0,BallsofGoo,4,4,1,Puzzle, , , 
161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5,5,BioShock,2007,2005-2009,BioShock,1,3,3,Jack,Jack,3,1,1,ActionAdventure,FirstPersonShooter, , 
162,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,5,7,CallofDuty4:ModernWarfare,2007,2005-2009,CallofDuty,3,3,5,John MacTavish,John MacTavish,3,1,1,FirstPersonShooter, , , 
163,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,GUITARHEROIIILEGENDSOFROCK,2007,2005-2009,GuitarHero,3,3,6,0,0,0,0,0,Music, , , 
164,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,Halo3*,2007,2005-2009,Halo,3,3,3,Rookie,Rookie,3,1,1,FirstPersonShooter, , , 
165,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Link'sCrossbowTraining,2007,2005-2009,LegendofZelda,3,3,1,Link,Link,3,3,0,Shooter, , , 
166,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MARIOANDSONIC:OLYMPICGAMES,2007,2005-2009,Mario&Sonic,3,3,2,Mario,Bowser,3,5,0,Sports,Party, , 
167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,MARIOPARTY8,2007,2005-2009,MarioKart,3,3,1,Mario,Multiple,3,5,0,Party,Sandbox, , 
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,MassEffect,2007,2005-2009,MassEffect,1,3,3,Commander Shepard,CommanderShepard,1,3,1,Action,RPG, , 
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,Portal,2007,2005-2009,Portal,1,3,6,Chell(TestSubject#1),Chell(TestSubject#1),3,1,1,Platform,Puzzle, , 
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,RockBand,2007,2005-2009,RockBand,3,1,6,0,0,0,5,0,Music, , , 
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,SuperMarioGalaxy,2007,2005-2009,SuperMario,3,3,3,SuperMario,Mario,3,3,1,Platform, , , 
172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,TeamFortress2,2007,2005-2009,TeamFortress,3,3,5,0,huj,2,1,0,Action,Shooter, , 
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,DWARFFORTRESS(Adventurermode),2006,2005-2009,0,1,2,3,Adventurer(DWARFFORTRESS),Customizable,1,2,1,Simulation, , , 
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,ELITEBEATAGENTS,2006,2005-2009,0,3,3,1,0,0,0,0,0,Action, , , 
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,GearsofWar,2006,2005-2009,GearsofWar,3,3,3,MarcusMichaelFenix,MarcusMichaelFenix,3,3,1,ThirdPersonShooter, , , 
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,GUITARHEROII,2006,2005-2009,GuitarHero,3,3,2,0,0,0,0,1,Music,Action, , 
151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Hitman:BloodMoney,2006,2005-2009,Hitman,0,3,4,Agent47,Agent47,3,3,1,ActionAdventure, , , 
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,MicrosoftFlightSimulatorX,2006,2005-2009,MicrosoftFlightSimulator,3,3,1,0,0,0,0,0,Simulation, , , 
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,MOTHER3,2006,2005-2009,Mother,1,2,1,0,Duster,3,3,1,RPG, , , 
154,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,NEWSUPERMARIOBROS,2006,2005-2009,NEWSUPERMARIOBROS,1,1,6,Mario,Mario,3,4,1,Platform, , , 
155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Okami,2006,2005-2009,0,1,3,7,Amaterasu,Amaterasu,3,3,1,ActionAdventure, , , 
156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,OutRun2006:Coast2Coast,2006,2005-2009,OutRun,3,3,5,0,0,0,3,1,Racing,Arcade, , 
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,TheElderScrollsIV:Oblivion,2006,2005-2009,TheElderScrolls,1,3,3,HeroofKvatch,Customizable,1,1,1,RPG,Action, , 
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,TheLegendofZelda:TwilightPrincess,2006,2005-2009,TheLegendofZelda,1,3,3,Link,Link,3,3,1,ActionAdventure, , , 
159,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,WIIPLAY,2006,2005-2009,Mii,3,3,1,0,Customizable,1,5,0,Party, , , 
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,WiiSports,2006,2005-2009,Mii,3,3,1,0,Customizable,1,1,0,Casual,Sports, , 
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,CallofDuty2,2005,2005-2009,CallofDuty,3,3,3,Sergeant John Davis,Sergeant John Davis,3,1,1,FirstPersonShooter, , , 
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,GuitarHero,2005,2005-2009,GuitarHero,3,3,1,0,0,0,0,0,Music, , , 
143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,ReSidentEvil4,2005,2005-2009,ResidentEvil,1,3,11,LeonS.Kennedy,LeonS.Kennedy,3,3,1,Survival,Horror, , 
144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,ShadowoftheColossus,2005,2005-2009,ICO,1,3,3,Wanda,Wanda,3,3,1,ActionAdventure,Puzzle, , 
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SidMeier'sCivilizationIV,2005,2005-2009,Civilization,3,3,2,0,Multiple,4,2,1,Strategy, , , 
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,TomClancy'sSplinterCellChaosTheory,2005,2005-2009,TomClancy's,3,3,8,SamFisher,SamFisher,3,3,1,Stealth, , , 
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4,Burnout3:TakeDown,2004,2000-2004,0,3,3,2,0,Burnout3:TakeDownVehicle,0,3,0,Racing, , , 
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,ESPNNFL2K5,2004,2000-2004,NFL2K,3,3,2,0,Multiple,5,2,0,Sports,Simulation, , 
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,GrandTheftAuto:SanAndreas,2004,2000-2004,GrandTheftAuto,3,3,10,CarlJohnson,CarlJohnson,3,3,1,ActionAdventure, , , 
131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,Half-Life2,2004,2000-2004,Half-Life,1,3,7,GordonFreeman,GordonFreeman,3,1,1,FirstPersonShooter, , , 
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,Halo2,2004,2000-2004,Halo,3,3,2,HaloProtagonist,HaloProtagonist,3,1,1,FirstPersonShooter, , , 
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,KATAMARIDAMACY,2004,2000-2004,Katamari,3,3,5,ThePrince,Cousins,3,3,0,Action,Puzzle, , 
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,MADDENNFL2005,2004,2000-2004,MaddenNFL,3,3,8,0,NFLPlayers,5,2,0,Sports, , , 
135,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,MetalGearSolid3:SnakeEater,2004,2000-2004,MetalGearSolid,1,3,1,Naked Snake,NakedSnake,3,3,1,ActionAdventure,stealth, , 
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NinjaGaidenBlack,2004,2000-2004,NinjaGaiden,1,3,3,RyuHayabusa,RyuHayabusa,3,3,1,ActionAdventure, , , 
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,SingStar,2004,2000-2004,SingStar,1,2,2,0,0,0,0,1,Party, , , 
138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,TheSims2,2004,2000-2004,TheSims,3,3,11,0,Sims,1,3,0,Simulation,VirtualLife, , 
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Titanfall,2004,2000-2004,Titanfall,2,3,2,0,Customizable,2,1,1,RPG,MassivelyMultiplayer, , 
140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,4,4,WorldofWarcraft,2004,2000-2004,Warcraft,2,3,2,0,Multiple,2,3,0,RPG, , , 
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,DefenseoftheAncients(DOTA),2003,2000-2004,Dota,2,3,5,0,Hero,2,3,0,Massivelymultiplayer, , , 
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,EVEONLINE,2003,2000-2004,0,2,3,2,0,0,0,3,0,RPG, , , 
122,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,F-ZeroGX,2003,2000-2004,F-Zero,3,3,1,0,Plasma-poweredmachines,0,3,0,Racing,Arcade, , 
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,MaddenNFL2004,2003,2000-2004,MaddenFootball,3,3,6,0,NFLPlayers,5,2,0,Sports, , , 
124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,SSX3,2003,2000-2004,SSX,3,3,5,0,EliseRiggs,3,3,0,Sports, , , 
125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3,StarWars:KnightsoftheOldRepublic,2003,2000-2004,StarWars:KnightsoftheOldRepublic,1,3,2,Revan,Revan,3,3,1,RPG, , , 
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,SuperMarioAdvance4:SuperMarioBros.3,2003,2000-2004,SuperMario,3,2,1,SuperMario,Mario,3,4,1,Platform, , , 
127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,TheLegendofZelda:TheWindWaker,2003,2000-2004,TheLegendofZelda,3,3,1,Link,Link,3,3,1,ActionAdventure, , , 
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,Battlefield1942,2002,2000-2004,Battlefield,3,3,2,0,Multiple,2,1,1,FirstPersonShooter, , , 
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,GrandTheftAuto:ViceCity,2002,2000-2004,GrandTheftAuto,1,3,7,TommyVercetti,TommyVercetti,3,3,1,ActionAdventure, , , 
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,MaddenNFL2003,2002,2000-2004,MaddenFootball,3,3,6,0,NFLPlayers,5,2,0,Sports, , , 
114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,3,MetroidPrime,2002,2000-2004,Metroid,1,3,2,SamusAran,SamusAran,3,1,1,ActionAdventure, , , 
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,ReSidentEvil(1996remake),2002,2000-2004,ResidentEvil,1,3,8,ChrisRedfield,ChrisRedfield,3,3,1,Survival,Horror, , 
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,StarWarsJediKnightII:JediOutcast,2002,2000-2004,StarWars:DarkForces/JediKnight,3,3,6,KyleKatarn,KyleKatarn,3,1,1,FirstPersonShooter,ThirdPersonShooter, , 
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,THEELDERSCROLLSIII:MORROWIND,2002,2000-2004,TheElderScrolls,3,3,2,0,Customizable,1,1,1,RPG, , , 
118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,TimeSplitters2,2002,2000-2004,TimeSplitters,3,3,3,Sergeant Cortez,Sergeant Cortez,3,1,1,FirstPersonShooter, , , 
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,TonyHawk'sProSkater4,2002,2000-2004,TonyHawkSkateboarding,3,3,7,TonyHawk,skaters,5,3,0,Sports, , , 
95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,CrazyTaxi,2001,2000-2004,CrazyTaxi,1,3,1,0,Multiple,3,3,1,Racing, , , 
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,DevilMayCry,2001,2000-2004,DevilMayCry,1,3,7,Dante,Dante,3,1,1,ActionAdventure, , , 
97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,FinalFantasyX,2001,2000-2004,FinalFantasy,1,3,1,Tidus,Tidus,3,3,1,RPG, , , 
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,GrandTheftAutoIII,2001,2000-2004,GrandTheftAuto,1,3,7,Claude,Claude,3,3,1,ActionAdventure, , , 
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,GranTurismo3:A-Spec,2001,2000-2004,GranTurismo,3,3,1,0,Customizable,0,3,0,Racing, , , 
100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,6,Halo:CombatEvolved,2001,2000-2004,Halo,3,3,4,John-117MasterChief,John-117MasterChief,3,1,1,FirstPersonShooter, , , 
101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,Ico,2001,2000-2004,ICO,3,3,1,Ico,Ico,3,3,1,Action,Adventure, , 
